"YEAR","START_DATE","END_DATE","JURISDICTION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES"
2008,"2008-01-01","2008-12-31","ACT","All ages","mobile_phone_use","Police issued",2060
2008,"2008-01-01","2008-12-31","NSW","All ages","mobile_phone_use","Police issued",40882
2008,"2008-01-01","2008-12-31","NT","All ages","mobile_phone_use","Police issued",671
2008,"2008-01-01","2008-12-31","QLD","All ages","mobile_phone_use","Police issued",28499
2008,"2008-01-01","2008-12-31","SA","All ages","mobile_phone_use","Police issued",11411
2008,"2008-01-01","2008-12-31","TAS","All ages","mobile_phone_use","Police issued",6780
2008,"2008-01-01","2008-12-31","VIC","All ages","mobile_phone_use","Police issued",49739
2008,"2008-01-01","2008-12-31","WA","All ages","mobile_phone_use","Police issued",15957
2009,"2009-01-01","2009-12-31","ACT","All ages","mobile_phone_use","Police issued",1890
2009,"2009-01-01","2009-12-31","NSW","All ages","mobile_phone_use","Police issued",41167
2009,"2009-01-01","2009-12-31","NT","All ages","mobile_phone_use","Police issued",1106
2009,"2009-01-01","2009-12-31","QLD","All ages","mobile_phone_use","Police issued",33352
2009,"2009-01-01","2009-12-31","SA","All ages","mobile_phone_use","Police issued",14167
2009,"2009-01-01","2009-12-31","TAS","All ages","mobile_phone_use","Police issued",5665
2009,"2009-01-01","2009-12-31","VIC","All ages","mobile_phone_use","Police issued",53101
2009,"2009-01-01","2009-12-31","WA","All ages","mobile_phone_use","Police issued",14804
2010,"2010-01-01","2010-12-31","ACT","All ages","mobile_phone_use","Police issued",2407
2010,"2010-01-01","2010-12-31","NSW","All ages","mobile_phone_use","Police issued",51104
2010,"2010-01-01","2010-12-31","NT","All ages","mobile_phone_use","Police issued",998
2010,"2010-01-01","2010-12-31","QLD","All ages","mobile_phone_use","Police issued",33013
2010,"2010-01-01","2010-12-31","SA","All ages","mobile_phone_use","Police issued",14139
2010,"2010-01-01","2010-12-31","TAS","All ages","mobile_phone_use","Police issued",3735
2010,"2010-01-01","2010-12-31","VIC","All ages","mobile_phone_use","Police issued",54728
2010,"2010-01-01","2010-12-31","WA","All ages","mobile_phone_use","Police issued",11705
2011,"2011-01-01","2011-12-31","ACT","All ages","mobile_phone_use","Police issued",2284
2011,"2011-01-01","2011-12-31","NSW","All ages","mobile_phone_use","Police issued",46714
2011,"2011-01-01","2011-12-31","NT","All ages","mobile_phone_use","Police issued",729
2011,"2011-01-01","2011-12-31","QLD","All ages","mobile_phone_use","Police issued",30389
2011,"2011-01-01","2011-12-31","SA","All ages","mobile_phone_use","Police issued",13402
2011,"2011-01-01","2011-12-31","TAS","All ages","mobile_phone_use","Police issued",3241
2011,"2011-01-01","2011-12-31","VIC","All ages","mobile_phone_use","Police issued",52630
2011,"2011-01-01","2011-12-31","WA","All ages","mobile_phone_use","Police issued",10485
2012,"2012-01-01","2012-12-31","ACT","All ages","mobile_phone_use","Police issued",1722
2012,"2012-01-01","2012-12-31","NSW","All ages","mobile_phone_use","Police issued",42900
2012,"2012-01-01","2012-12-31","NT","All ages","mobile_phone_use","Police issued",722
2012,"2012-01-01","2012-12-31","QLD","All ages","mobile_phone_use","Police issued",28548
2012,"2012-01-01","2012-12-31","SA","All ages","mobile_phone_use","Police issued",11623
2012,"2012-01-01","2012-12-31","TAS","All ages","mobile_phone_use","Police issued",2141
2012,"2012-01-01","2012-12-31","VIC","All ages","mobile_phone_use","Police issued",61497
2012,"2012-01-01","2012-12-31","WA","All ages","mobile_phone_use","Police issued",17822
2013,"2013-01-01","2013-12-31","ACT","All ages","mobile_phone_use","Police issued",1356
2013,"2013-01-01","2013-12-31","NSW","All ages","mobile_phone_use","Police issued",33514
2013,"2013-01-01","2013-12-31","NT","All ages","mobile_phone_use","Police issued",1058
2013,"2013-01-01","2013-12-31","QLD","All ages","mobile_phone_use","Police issued",27998
2013,"2013-01-01","2013-12-31","SA","All ages","mobile_phone_use","Police issued",12560
2013,"2013-01-01","2013-12-31","TAS","All ages","mobile_phone_use","Police issued",2914
2013,"2013-01-01","2013-12-31","VIC","All ages","mobile_phone_use","Police issued",52452
2013,"2013-01-01","2013-12-31","WA","All ages","mobile_phone_use","Police issued",14563
2014,"2014-01-01","2014-12-31","ACT","All ages","mobile_phone_use","Police issued",1115
2014,"2014-01-01","2014-12-31","NSW","All ages","mobile_phone_use","Police issued",34952
2014,"2014-01-01","2014-12-31","NT","All ages","mobile_phone_use","Police issued",517
2014,"2014-01-01","2014-12-31","QLD","All ages","mobile_phone_use","Police issued",25068
2014,"2014-01-01","2014-12-31","SA","All ages","mobile_phone_use","Police issued",11886
2014,"2014-01-01","2014-12-31","TAS","All ages","mobile_phone_use","Police issued",3256
2014,"2014-01-01","2014-12-31","VIC","All ages","mobile_phone_use","Police issued",41448
2014,"2014-01-01","2014-12-31","WA","All ages","mobile_phone_use","Police issued",14377
2015,"2015-01-01","2015-12-31","ACT","All ages","mobile_phone_use","Police issued",873
2015,"2015-01-01","2015-12-31","NSW","All ages","mobile_phone_use","Police issued",37989
2015,"2015-01-01","2015-12-31","NT","All ages","mobile_phone_use","Police issued",492
2015,"2015-01-01","2015-12-31","QLD","All ages","mobile_phone_use","Police issued",23048
2015,"2015-01-01","2015-12-31","SA","All ages","mobile_phone_use","Police issued",12446
2015,"2015-01-01","2015-12-31","TAS","All ages","mobile_phone_use","Police issued",3273
2015,"2015-01-01","2015-12-31","VIC","All ages","mobile_phone_use","Police issued",33598
2015,"2015-01-01","2015-12-31","WA","All ages","mobile_phone_use","Police issued",16666
2016,"2016-01-01","2016-12-31","ACT","All ages","mobile_phone_use","Police issued",1120
2016,"2016-01-01","2016-12-31","NSW","All ages","mobile_phone_use","Police issued",38918
2016,"2016-01-01","2016-12-31","NT","All ages","mobile_phone_use","Police issued",535
2016,"2016-01-01","2016-12-31","QLD","All ages","mobile_phone_use","Police issued",17213
2016,"2016-01-01","2016-12-31","SA","All ages","mobile_phone_use","Police issued",11153
2016,"2016-01-01","2016-12-31","TAS","All ages","mobile_phone_use","Police issued",3191
2016,"2016-01-01","2016-12-31","VIC","All ages","mobile_phone_use","Police issued",27925
2016,"2016-01-01","2016-12-31","WA","All ages","mobile_phone_use","Police issued",14926
2017,"2017-01-01","2017-12-31","ACT","All ages","mobile_phone_use","Police issued",1299
2017,"2017-01-01","2017-12-31","NSW","All ages","mobile_phone_use","Police issued",41020
2017,"2017-01-01","2017-12-31","NT","All ages","mobile_phone_use","Police issued",546
2017,"2017-01-01","2017-12-31","QLD","All ages","mobile_phone_use","Police issued",15043
2017,"2017-01-01","2017-12-31","SA","All ages","mobile_phone_use","Police issued",11252
2017,"2017-01-01","2017-12-31","TAS","All ages","mobile_phone_use","Police issued",2738
2017,"2017-01-01","2017-12-31","VIC","All ages","mobile_phone_use","Police issued",29293
2017,"2017-01-01","2017-12-31","WA","All ages","mobile_phone_use","Police issued",16718
2018,"2018-01-01","2018-12-31","ACT","All ages","mobile_phone_use","Police issued",1399
2018,"2018-01-01","2018-12-31","NSW","All ages","mobile_phone_use","Police issued",37653
2018,"2018-01-01","2018-12-31","NT","All ages","mobile_phone_use","Police issued",861
2018,"2018-01-01","2018-12-31","QLD","All ages","mobile_phone_use","Police issued",12828
2018,"2018-01-01","2018-12-31","SA","All ages","mobile_phone_use","Police issued",8471
2018,"2018-01-01","2018-12-31","TAS","All ages","mobile_phone_use","Police issued",2614
2018,"2018-01-01","2018-12-31","VIC","All ages","mobile_phone_use","Police issued",32458
2018,"2018-01-01","2018-12-31","WA","All ages","mobile_phone_use","Police issued",17697
2019,"2019-01-01","2019-12-31","ACT","All ages","mobile_phone_use","Police issued",1098
2019,"2019-01-01","2019-12-31","NSW","All ages","mobile_phone_use","Police issued",25463
2019,"2019-01-01","2019-12-31","NT","All ages","mobile_phone_use","Police issued",760
2019,"2019-01-01","2019-12-31","QLD","All ages","mobile_phone_use","Police issued",11580
2019,"2019-01-01","2019-12-31","SA","All ages","mobile_phone_use","Police issued",7567
2019,"2019-01-01","2019-12-31","TAS","All ages","mobile_phone_use","Police issued",2355
2019,"2019-01-01","2019-12-31","VIC","All ages","mobile_phone_use","Police issued",36694
2019,"2019-01-01","2019-12-31","WA","All ages","mobile_phone_use","Police issued",11850
2020,"2020-01-01","2020-12-31","ACT","All ages","mobile_phone_use","Police issued",812
2020,"2020-01-01","2020-12-31","NSW","All ages","mobile_phone_use","Police issued",12878
2020,"2020-01-01","2020-12-31","NSW","All ages","mobile_phone_use","Fixed or mobile camera",138847
2020,"2020-01-01","2020-12-31","NT","All ages","mobile_phone_use","Police issued",380
2020,"2020-01-01","2020-12-31","QLD","All ages","mobile_phone_use","Police issued",4823
2020,"2020-01-01","2020-12-31","SA","All ages","mobile_phone_use","Police issued",6325
2020,"2020-01-01","2020-12-31","TAS","All ages","mobile_phone_use","Police issued",1966
2020,"2020-01-01","2020-12-31","VIC","All ages","mobile_phone_use","Police issued",21231
2020,"2020-01-01","2020-12-31","WA","All ages","mobile_phone_use","Police issued",7889
2021,"2021-01-01","2021-12-31","ACT","All ages","mobile_phone_use","Police issued",544
2021,"2021-01-01","2021-12-31","NSW","All ages","mobile_phone_use","Police issued",10360
2021,"2021-01-01","2021-12-31","NSW","All ages","mobile_phone_use","Fixed or mobile camera",163722
2021,"2021-01-01","2021-12-31","NT","All ages","mobile_phone_use","Police issued",309
2021,"2021-01-01","2021-12-31","QLD","All ages","mobile_phone_use","Police issued",3973
2021,"2021-01-01","2021-12-31","QLD","All ages","mobile_phone_use","Fixed or mobile camera",14574
2021,"2021-01-01","2021-12-31","SA","All ages","mobile_phone_use","Police issued",4799
2021,"2021-01-01","2021-12-31","TAS","All ages","mobile_phone_use","Police issued",2328
2021,"2021-01-01","2021-12-31","VIC","All ages","mobile_phone_use","Police issued",15562
2021,"2021-01-01","2021-12-31","WA","All ages","mobile_phone_use","Police issued",4909
2022,"2022-01-01","2022-12-31","ACT","All ages","mobile_phone_use","Police issued",374
2022,"2022-01-01","2022-12-31","NSW","All ages","mobile_phone_use","Police issued",12904
2022,"2022-01-01","2022-12-31","NSW","All ages","mobile_phone_use","Fixed or mobile camera",194793
2022,"2022-01-01","2022-12-31","NT","All ages","mobile_phone_use","Police issued",302
2022,"2022-01-01","2022-12-31","QLD","All ages","mobile_phone_use","Police issued",3487
2022,"2022-01-01","2022-12-31","QLD","All ages","mobile_phone_use","Fixed or mobile camera",118152
2022,"2022-01-01","2022-12-31","SA","All ages","mobile_phone_use","Police issued",4583
2022,"2022-01-01","2022-12-31","TAS","All ages","mobile_phone_use","Police issued",1973
2022,"2022-01-01","2022-12-31","VIC","All ages","mobile_phone_use","Police issued",19428
2022,"2022-01-01","2022-12-31","WA","All ages","mobile_phone_use","Police issued",6346
2023,"2023-01-01","2023-01-31","ACT","17-25","mobile_phone_use","Police issued",8
2023,"2023-01-01","2023-01-31","ACT","26-39","mobile_phone_use","Police issued",8
2023,"2023-01-01","2023-01-31","ACT","40-64","mobile_phone_use","Police issued",12
2023,"2023-01-01","2023-01-31","NSW","17-25","mobile_phone_use","Police issued",55
2023,"2023-01-01","2023-01-31","NSW","26-39","mobile_phone_use","Police issued",54
2023,"2023-01-01","2023-01-31","NSW","40-64","mobile_phone_use","Police issued",43
2023,"2023-01-01","2023-01-31","NSW","65 and over","mobile_phone_use","Police issued",6
2023,"2023-01-01","2023-01-31","NSW","17-25","mobile_phone_use","Police issued",270
2023,"2023-01-01","2023-01-31","NSW","26-39","mobile_phone_use","Police issued",335
2023,"2023-01-01","2023-01-31","NSW","40-64","mobile_phone_use","Police issued",200
2023,"2023-01-01","2023-01-31","NSW","65 and over","mobile_phone_use","Police issued",31
2023,"2023-01-01","2023-01-31","NSW","17-25","mobile_phone_use","Police issued",6
2023,"2023-01-01","2023-01-31","NSW","26-39","mobile_phone_use","Police issued",8
2023,"2023-01-01","2023-01-31","NSW","40-64","mobile_phone_use","Police issued",9
2023,"2023-01-01","2023-01-31","NSW","65 and over","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","NSW","40-64","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","NSW","26-39","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","NT","17-25","mobile_phone_use","Police issued",3
2023,"2023-01-01","2023-01-31","NT","26-39","mobile_phone_use","Police issued",7
2023,"2023-01-01","2023-01-31","NT","40-64","mobile_phone_use","Police issued",8
2023,"2023-01-01","2023-01-31","NT","65 and over","mobile_phone_use","Police issued",3
2023,"2023-01-01","2023-01-31","SA","0-16","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","SA","17-25","mobile_phone_use","Police issued",106
2023,"2023-01-01","2023-01-31","SA","26-39","mobile_phone_use","Police issued",182
2023,"2023-01-01","2023-01-31","SA","40-64","mobile_phone_use","Police issued",117
2023,"2023-01-01","2023-01-31","SA","65 and over","mobile_phone_use","Police issued",20
2023,"2023-01-01","2023-01-31","TAS","17-25","mobile_phone_use","Police issued",27
2023,"2023-01-01","2023-01-31","TAS","26-39","mobile_phone_use","Police issued",63
2023,"2023-01-01","2023-01-31","TAS","40-64","mobile_phone_use","Police issued",28
2023,"2023-01-01","2023-01-31","TAS","65 and over","mobile_phone_use","Police issued",7
2023,"2023-01-01","2023-01-31","VIC","0-16","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","VIC","17-25","mobile_phone_use","Police issued",47
2023,"2023-01-01","2023-01-31","VIC","26-39","mobile_phone_use","Police issued",55
2023,"2023-01-01","2023-01-31","VIC","40-64","mobile_phone_use","Police issued",41
2023,"2023-01-01","2023-01-31","VIC","65 and over","mobile_phone_use","Police issued",7
2023,"2023-01-01","2023-01-31","VIC","0-16","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","VIC","17-25","mobile_phone_use","Police issued",298
2023,"2023-01-01","2023-01-31","VIC","26-39","mobile_phone_use","Police issued",654
2023,"2023-01-01","2023-01-31","VIC","40-64","mobile_phone_use","Police issued",406
2023,"2023-01-01","2023-01-31","VIC","65 and over","mobile_phone_use","Police issued",38
2023,"2023-01-01","2023-01-31","VIC","17-25","mobile_phone_use","Police issued",7
2023,"2023-01-01","2023-01-31","VIC","26-39","mobile_phone_use","Police issued",11
2023,"2023-01-01","2023-01-31","VIC","40-64","mobile_phone_use","Police issued",9
2023,"2023-01-01","2023-01-31","VIC","65 and over","mobile_phone_use","Police issued",3
2023,"2023-01-01","2023-01-31","VIC","26-39","mobile_phone_use","Police issued",2
2023,"2023-01-01","2023-01-31","VIC","40-64","mobile_phone_use","Police issued",1
2023,"2023-01-01","2023-01-31","WA","17-25","mobile_phone_use","Police issued",72
2023,"2023-01-01","2023-01-31","WA","26-39","mobile_phone_use","Police issued",178
2023,"2023-01-01","2023-01-31","WA","40-64","mobile_phone_use","Police issued",123
2023,"2023-01-01","2023-01-31","WA","65 and over","mobile_phone_use","Police issued",19
2023,"2023-02-01","2023-02-28","ACT","17-25","mobile_phone_use","Police issued",7
2023,"2023-02-01","2023-02-28","ACT","26-39","mobile_phone_use","Police issued",8
2023,"2023-02-01","2023-02-28","ACT","40-64","mobile_phone_use","Police issued",12
2023,"2023-02-01","2023-02-28","ACT","65 and over","mobile_phone_use","Police issued",1
2023,"2023-02-01","2023-02-28","NSW","17-25","mobile_phone_use","Police issued",48
2023,"2023-02-01","2023-02-28","NSW","26-39","mobile_phone_use","Police issued",54
2023,"2023-02-01","2023-02-28","NSW","40-64","mobile_phone_use","Police issued",61
2023,"2023-02-01","2023-02-28","NSW","65 and over","mobile_phone_use","Police issued",4
2023,"2023-02-01","2023-02-28","NSW","17-25","mobile_phone_use","Police issued",278
2023,"2023-02-01","2023-02-28","NSW","26-39","mobile_phone_use","Police issued",423
2023,"2023-02-01","2023-02-28","NSW","40-64","mobile_phone_use","Police issued",308
2023,"2023-02-01","2023-02-28","NSW","65 and over","mobile_phone_use","Police issued",28
2023,"2023-02-01","2023-02-28","NSW","17-25","mobile_phone_use","Police issued",4
2023,"2023-02-01","2023-02-28","NSW","26-39","mobile_phone_use","Police issued",13
2023,"2023-02-01","2023-02-28","NSW","40-64","mobile_phone_use","Police issued",10
2023,"2023-02-01","2023-02-28","NSW","40-64","mobile_phone_use","Police issued",1
2023,"2023-02-01","2023-02-28","NT","17-25","mobile_phone_use","Police issued",5
2023,"2023-02-01","2023-02-28","NT","26-39","mobile_phone_use","Police issued",6
2023,"2023-02-01","2023-02-28","NT","40-64","mobile_phone_use","Police issued",5
2023,"2023-02-01","2023-02-28","SA","0-16","mobile_phone_use","Police issued",0
2023,"2023-02-01","2023-02-28","SA","17-25","mobile_phone_use","Police issued",150
2023,"2023-02-01","2023-02-28","SA","26-39","mobile_phone_use","Police issued",239
2023,"2023-02-01","2023-02-28","SA","40-64","mobile_phone_use","Police issued",177
2023,"2023-02-01","2023-02-28","SA","65 and over","mobile_phone_use","Police issued",24
2023,"2023-02-01","2023-02-28","TAS","0-16","mobile_phone_use","Police issued",0
2023,"2023-02-01","2023-02-28","TAS","17-25","mobile_phone_use","Police issued",29
2023,"2023-02-01","2023-02-28","TAS","26-39","mobile_phone_use","Police issued",43
2023,"2023-02-01","2023-02-28","TAS","40-64","mobile_phone_use","Police issued",35
2023,"2023-02-01","2023-02-28","TAS","65 and over","mobile_phone_use","Police issued",5
2023,"2023-02-01","2023-02-28","VIC","0-16","mobile_phone_use","Police issued",1
2023,"2023-02-01","2023-02-28","VIC","17-25","mobile_phone_use","Police issued",26
2023,"2023-02-01","2023-02-28","VIC","26-39","mobile_phone_use","Police issued",55
2023,"2023-02-01","2023-02-28","VIC","40-64","mobile_phone_use","Police issued",40
2023,"2023-02-01","2023-02-28","VIC","65 and over","mobile_phone_use","Police issued",7
2023,"2023-02-01","2023-02-28","VIC","17-25","mobile_phone_use","Police issued",248
2023,"2023-02-01","2023-02-28","VIC","26-39","mobile_phone_use","Police issued",586
2023,"2023-02-01","2023-02-28","VIC","40-64","mobile_phone_use","Police issued",445
2023,"2023-02-01","2023-02-28","VIC","65 and over","mobile_phone_use","Police issued",59
2023,"2023-02-01","2023-02-28","VIC","17-25","mobile_phone_use","Police issued",2
2023,"2023-02-01","2023-02-28","VIC","26-39","mobile_phone_use","Police issued",12
2023,"2023-02-01","2023-02-28","VIC","40-64","mobile_phone_use","Police issued",8
2023,"2023-02-01","2023-02-28","VIC","65 and over","mobile_phone_use","Police issued",2
2023,"2023-02-01","2023-02-28","VIC","26-39","mobile_phone_use","Police issued",2
2023,"2023-02-01","2023-02-28","VIC","40-64","mobile_phone_use","Police issued",1
2023,"2023-02-01","2023-02-28","WA","17-25","mobile_phone_use","Police issued",69
2023,"2023-02-01","2023-02-28","WA","26-39","mobile_phone_use","Police issued",155
2023,"2023-02-01","2023-02-28","WA","40-64","mobile_phone_use","Police issued",125
2023,"2023-02-01","2023-02-28","WA","65 and over","mobile_phone_use","Police issued",19
2023,"2023-03-01","2023-03-31","ACT","0-16","mobile_phone_use","Police issued",1
2023,"2023-03-01","2023-03-31","ACT","17-25","mobile_phone_use","Police issued",12
2023,"2023-03-01","2023-03-31","ACT","26-39","mobile_phone_use","Police issued",14
2023,"2023-03-01","2023-03-31","ACT","40-64","mobile_phone_use","Police issued",1
2023,"2023-03-01","2023-03-31","NSW","17-25","mobile_phone_use","Police issued",37
2023,"2023-03-01","2023-03-31","NSW","26-39","mobile_phone_use","Police issued",67
2023,"2023-03-01","2023-03-31","NSW","40-64","mobile_phone_use","Police issued",51
2023,"2023-03-01","2023-03-31","NSW","65 and over","mobile_phone_use","Police issued",5
2023,"2023-03-01","2023-03-31","NSW","17-25","mobile_phone_use","Police issued",283
2023,"2023-03-01","2023-03-31","NSW","26-39","mobile_phone_use","Police issued",405
2023,"2023-03-01","2023-03-31","NSW","40-64","mobile_phone_use","Police issued",303
2023,"2023-03-01","2023-03-31","NSW","65 and over","mobile_phone_use","Police issued",23
2023,"2023-03-01","2023-03-31","NSW","17-25","mobile_phone_use","Police issued",6
2023,"2023-03-01","2023-03-31","NSW","26-39","mobile_phone_use","Police issued",13
2023,"2023-03-01","2023-03-31","NSW","40-64","mobile_phone_use","Police issued",11
2023,"2023-03-01","2023-03-31","NSW","65 and over","mobile_phone_use","Police issued",2
2023,"2023-03-01","2023-03-31","NSW","26-39","mobile_phone_use","Police issued",2
2023,"2023-03-01","2023-03-31","NT","17-25","mobile_phone_use","Police issued",4
2023,"2023-03-01","2023-03-31","NT","26-39","mobile_phone_use","Police issued",6
2023,"2023-03-01","2023-03-31","NT","40-64","mobile_phone_use","Police issued",5
2023,"2023-03-01","2023-03-31","NT","65 and over","mobile_phone_use","Police issued",0
2023,"2023-03-01","2023-03-31","SA","0-16","mobile_phone_use","Police issued",0
2023,"2023-03-01","2023-03-31","SA","17-25","mobile_phone_use","Police issued",153
2023,"2023-03-01","2023-03-31","SA","26-39","mobile_phone_use","Police issued",228
2023,"2023-03-01","2023-03-31","SA","40-64","mobile_phone_use","Police issued",198
2023,"2023-03-01","2023-03-31","SA","65 and over","mobile_phone_use","Police issued",34
2023,"2023-03-01","2023-03-31","TAS","17-25","mobile_phone_use","Police issued",44
2023,"2023-03-01","2023-03-31","TAS","26-39","mobile_phone_use","Police issued",44
2023,"2023-03-01","2023-03-31","TAS","40-64","mobile_phone_use","Police issued",34
2023,"2023-03-01","2023-03-31","TAS","65 and over","mobile_phone_use","Police issued",6
2023,"2023-03-01","2023-03-31","VIC","17-25","mobile_phone_use","Police issued",55
2023,"2023-03-01","2023-03-31","VIC","26-39","mobile_phone_use","Police issued",74
2023,"2023-03-01","2023-03-31","VIC","40-64","mobile_phone_use","Police issued",53
2023,"2023-03-01","2023-03-31","VIC","65 and over","mobile_phone_use","Police issued",9
2023,"2023-03-01","2023-03-31","VIC","0-16","mobile_phone_use","Police issued",1
2023,"2023-03-01","2023-03-31","VIC","17-25","mobile_phone_use","Police issued",309
2023,"2023-03-01","2023-03-31","VIC","26-39","mobile_phone_use","Police issued",646
2023,"2023-03-01","2023-03-31","VIC","40-64","mobile_phone_use","Police issued",536
2023,"2023-03-01","2023-03-31","VIC","65 and over","mobile_phone_use","Police issued",59
2023,"2023-03-01","2023-03-31","VIC","17-25","mobile_phone_use","Police issued",11
2023,"2023-03-01","2023-03-31","VIC","26-39","mobile_phone_use","Police issued",29
2023,"2023-03-01","2023-03-31","VIC","40-64","mobile_phone_use","Police issued",15
2023,"2023-03-01","2023-03-31","VIC","65 and over","mobile_phone_use","Police issued",3
2023,"2023-03-01","2023-03-31","WA","17-25","mobile_phone_use","Police issued",76
2023,"2023-03-01","2023-03-31","WA","26-39","mobile_phone_use","Police issued",184
2023,"2023-03-01","2023-03-31","WA","40-64","mobile_phone_use","Police issued",166
2023,"2023-03-01","2023-03-31","WA","65 and over","mobile_phone_use","Police issued",21
2023,"2023-04-01","2023-04-30","ACT","0-16","mobile_phone_use","Police issued",2
2023,"2023-04-01","2023-04-30","ACT","17-25","mobile_phone_use","Police issued",7
2023,"2023-04-01","2023-04-30","ACT","26-39","mobile_phone_use","Police issued",11
2023,"2023-04-01","2023-04-30","ACT","40-64","mobile_phone_use","Police issued",6
2023,"2023-04-01","2023-04-30","ACT","65 and over","mobile_phone_use","Police issued",2
2023,"2023-04-01","2023-04-30","NSW","0-16","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","NSW","17-25","mobile_phone_use","Police issued",39
2023,"2023-04-01","2023-04-30","NSW","26-39","mobile_phone_use","Police issued",68
2023,"2023-04-01","2023-04-30","NSW","40-64","mobile_phone_use","Police issued",38
2023,"2023-04-01","2023-04-30","NSW","65 and over","mobile_phone_use","Police issued",5
2023,"2023-04-01","2023-04-30","NSW","0-16","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","NSW","17-25","mobile_phone_use","Police issued",348
2023,"2023-04-01","2023-04-30","NSW","26-39","mobile_phone_use","Police issued",384
2023,"2023-04-01","2023-04-30","NSW","40-64","mobile_phone_use","Police issued",257
2023,"2023-04-01","2023-04-30","NSW","65 and over","mobile_phone_use","Police issued",31
2023,"2023-04-01","2023-04-30","NSW","17-25","mobile_phone_use","Police issued",4
2023,"2023-04-01","2023-04-30","NSW","26-39","mobile_phone_use","Police issued",9
2023,"2023-04-01","2023-04-30","NSW","40-64","mobile_phone_use","Police issued",6
2023,"2023-04-01","2023-04-30","NSW","65 and over","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","NSW","17-25","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","NSW","17-25","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","NT","17-25","mobile_phone_use","Police issued",2
2023,"2023-04-01","2023-04-30","NT","26-39","mobile_phone_use","Police issued",11
2023,"2023-04-01","2023-04-30","NT","40-64","mobile_phone_use","Police issued",3
2023,"2023-04-01","2023-04-30","NT","65 and over","mobile_phone_use","Police issued",0
2023,"2023-04-01","2023-04-30","SA","0-16","mobile_phone_use","Police issued",0
2023,"2023-04-01","2023-04-30","SA","17-25","mobile_phone_use","Police issued",122
2023,"2023-04-01","2023-04-30","SA","26-39","mobile_phone_use","Police issued",184
2023,"2023-04-01","2023-04-30","SA","40-64","mobile_phone_use","Police issued",135
2023,"2023-04-01","2023-04-30","SA","65 and over","mobile_phone_use","Police issued",25
2023,"2023-04-01","2023-04-30","TAS","17-25","mobile_phone_use","Police issued",32
2023,"2023-04-01","2023-04-30","TAS","26-39","mobile_phone_use","Police issued",70
2023,"2023-04-01","2023-04-30","TAS","40-64","mobile_phone_use","Police issued",44
2023,"2023-04-01","2023-04-30","TAS","65 and over","mobile_phone_use","Police issued",4
2023,"2023-04-01","2023-04-30","VIC","17-25","mobile_phone_use","Police issued",21
2023,"2023-04-01","2023-04-30","VIC","26-39","mobile_phone_use","Police issued",56
2023,"2023-04-01","2023-04-30","VIC","40-64","mobile_phone_use","Police issued",68
2023,"2023-04-01","2023-04-30","VIC","65 and over","mobile_phone_use","Police issued",7
2023,"2023-04-01","2023-04-30","VIC","17-25","mobile_phone_use","Police issued",232
2023,"2023-04-01","2023-04-30","VIC","26-39","mobile_phone_use","Police issued",608
2023,"2023-04-01","2023-04-30","VIC","40-64","mobile_phone_use","Police issued",455
2023,"2023-04-01","2023-04-30","VIC","65 and over","mobile_phone_use","Police issued",60
2023,"2023-04-01","2023-04-30","VIC","17-25","mobile_phone_use","Police issued",5
2023,"2023-04-01","2023-04-30","VIC","26-39","mobile_phone_use","Police issued",9
2023,"2023-04-01","2023-04-30","VIC","40-64","mobile_phone_use","Police issued",6
2023,"2023-04-01","2023-04-30","VIC","65 and over","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","VIC","26-39","mobile_phone_use","Police issued",2
2023,"2023-04-01","2023-04-30","VIC","40-64","mobile_phone_use","Police issued",1
2023,"2023-04-01","2023-04-30","WA","17-25","mobile_phone_use","Police issued",63
2023,"2023-04-01","2023-04-30","WA","26-39","mobile_phone_use","Police issued",136
2023,"2023-04-01","2023-04-30","WA","40-64","mobile_phone_use","Police issued",90
2023,"2023-04-01","2023-04-30","WA","65 and over","mobile_phone_use","Police issued",12
2023,"2023-05-01","2023-05-31","ACT","0-16","mobile_phone_use","Police issued",3
2023,"2023-05-01","2023-05-31","ACT","17-25","mobile_phone_use","Police issued",5
2023,"2023-05-01","2023-05-31","ACT","26-39","mobile_phone_use","Police issued",9
2023,"2023-05-01","2023-05-31","ACT","40-64","mobile_phone_use","Police issued",8
2023,"2023-05-01","2023-05-31","NSW","0-16","mobile_phone_use","Police issued",2
2023,"2023-05-01","2023-05-31","NSW","17-25","mobile_phone_use","Police issued",36
2023,"2023-05-01","2023-05-31","NSW","26-39","mobile_phone_use","Police issued",47
2023,"2023-05-01","2023-05-31","NSW","40-64","mobile_phone_use","Police issued",35
